ZONE,Cu,Au,Cu_SK,Au_SK
2.0,0.237,7.01,0.23643364,7.00677858
2.0,0.237,7.012,0.23789622,7.00646518
2.0,0.237,7.013,0.23964059,7.00374286
2.0,0.237,7.014,0.24326182,6.97543473
2.0,0.237,7.015,0.25387799,6.65087699
2.0,0.367,1.534,0.36439742,1.590029
2.0,0.367,1.535,0.36424762,1.59017693
2.0,0.367,1.535,0.36434104,1.5901657
2.0,0.367,1.536,0.36405911,1.58960137
2.0,0.367,1.536,0.36391766,1.58837145
2.0,0.368,1.537,0.36522011,1.58749827
2.0,0.368,1.537,0.36532216,1.5869099
2.0,0.368,1.537,0.3655813,1.58628821
2.0,0.368,1.537,0.36641719,1.58547758
2.0,0.368,1.537,0.36840235,1.58380059
2.0,0.368,1.538,0.37321573,1.57175027
2.0,0.368,1.538,0.38464993,1.49620007
2.0,0.368,1.538,0.41091221,0.99759618
2.0,0.523,0.41,0.37346687,0.84988636
2.0,0.387,0.062,0.41683648,0.37155801
2.0,0.387,0.062,0.3967595,0.14870086
2.0,0.387,0.062,0.3884466,0.11100245
2.0,0.387,0.062,0.38503439,0.10075825
2.0,0.387,0.062,0.38372745,0.09464086
2.0,0.387,0.062,0.38370526,0.08980315
2.0,0.387,0.062,0.38399166,0.08526837
2.0,0.387,0.062,0.3848038,0.08196546
2.0,0.388,0.062,0.38541349,0.0798082
2.0,0.388,0.062,0.38641021,0.07868769
2.0,0.388,0.063,0.38684206,0.0775604
2.0,0.388,0.063,0.38717899,0.0765463
2.0,0.388,0.063,0.38755522,0.07462906
2.0,0.388,0.063,0.3893448,0.07319421
2.0,0.388,0.063,0.38930808,0.0718478
2.0,0.309,2.906,0.24606267,2.55813988
2.0,0.309,2.906,0.21159297,1.68505188
2.0,0.126,0.491,0.22235446,1.69622279
2.0,0.126,0.491,0.18071713,0.68000624
2.0,0.126,0.491,0.18180334,0.57130426
2.0,0.126,0.491,0.22661718,0.85484934
2.0,0.126,0.491,0.34688502,2.85787305
2.0,0.564,5.228,0.34633652,2.85848392
2.0,0.564,5.23,0.47137613,4.86504578
2.0,0.564,5.23,0.52983173,5.17174106
2.0,0.564,5.231,0.56749182,5.2198114
2.0,0.564,5.233,0.61062097,5.22304006
2.0,0.564,5.237,0.69162934,5.1763499
2.0,0.564,5.238,0.87050264,4.84650965
2.0,0.564,5.239,1.28021547,2.63448764
2.0,2.033,0.018,1.25855318,2.63498996
2.0,2.035,0.018,1.61959077,0.42493604
2.0,2.032,0.018,1.61690458,0.31780765
2.0,0.565,3.586,0.58538231,3.79946793
2.0,0.565,3.589,0.57977203,3.56098611
2.0,0.565,3.589,0.57988138,3.54005738
2.0,0.566,3.59,0.57913251,3.54385544
2.0,0.566,3.59,0.57874929,3.54092236
2.0,0.566,3.591,0.57582986,3.55344599
2.0,0.566,3.591,0.57077909,3.68382351
2.0,0.542,3.905,0.57153011,3.68302735
2.0,0.542,3.905,0.56554536,3.81680879
2.0,0.542,3.906,0.56268799,3.85088169
2.0,0.542,3.907,0.56048937,3.85545249
2.0,0.542,3.907,0.55825617,3.85789862
2.0,0.542,3.908,0.55396658,3.85696985
2.0,0.542,3.909,0.54467831,3.83595893
2.0,0.542,3.909,0.52340932,3.68659265
2.0,0.542,3.909,0.47467989,2.68848865
2.0,0.367,1.532,0.4742086,2.68843614
2.0,0.367,1.532,0.42457584,1.6899086
2.0,0.367,1.532,0.40827228,1.53984944
2.0,0.367,1.533,0.40517752,1.52136255
2.0,0.367,1.533,0.40481484,1.52606145
2.0,0.367,1.533,0.40266397,1.53630414
2.0,0.367,1.533,0.38916571,1.54867135
2.0,0.367,1.533,0.37523112,1.56189091
2.0,0.367,1.534,0.36404269,1.57288315
2.0,0.367,1.534,0.36428703,1.58241205
2.0,0.367,1.534,0.36440861,1.5883211
2.0,0.37,0.036,0.46372841,2.02507865
2.0,0.37,0.037,0.40398053,0.52208824
2.0,0.37,0.037,0.38604351,0.45340106
2.0,0.37,0.037,0.38277399,0.39181462
2.0,0.37,0.037,0.38286475,0.30763865
2.0,0.37,0.037,0.3831933,0.24205291
2.0,0.37,0.037,0.38375163,0.20927546
2.0,0.37,0.037,0.38438541,0.20107305
2.0,0.371,0.037,0.38454865,0.19554458
2.0,0.371,0.037,0.38475724,0.1916482
2.0,0.371,0.037,0.38452037,0.18342084
2.0,0.371,0.037,0.38403966,0.17256265
2.0,0.371,0.037,0.38314254,0.16098413
2.0,0.371,0.038,0.38230207,0.14684623
2.0,0.371,0.038,0.38087686,0.13925959
2.0,0.371,0.038,0.37925632,0.17109535
2.0,0.371,0.038,0.37633775,0.56362532
2.0,0.371,0.038,0.36991941,3.72517199
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
3.0,1.187,4.195,1.18705723,4.11423592
3.0,1.187,4.196,1.18964195,4.16536193
3.0,1.187,4.196,1.18992239,4.17493125
3.0,1.188,4.197,1.18965981,4.1753081
3.0,1.189,4.197,1.18985931,4.17491479
3.0,1.189,4.198,1.19033253,4.17470693
3.0,1.19,4.2,1.19023617,4.17294566
3.0,1.19,4.2,1.19097769,4.16565327
3.0,1.19,4.201,1.19621103,4.07983371
,,,,
,,,,
3.0,1.15,0.601,1.14108704,0.6244585
3.0,1.151,0.602,1.12733401,0.65655631
3.0,1.152,0.602,1.0533007,0.82435045
3.0,1.152,0.602,0.67542665,1.67298354
3.0,0.204,2.728,0.6754765,1.6734516
3.0,0.204,2.729,0.29677532,2.52276398
3.0,0.204,2.729,0.22227798,2.69431476
3.0,0.204,2.729,0.20906544,2.75000441
3.0,0.204,2.73,0.21381974,2.87544863
3.0,0.204,2.731,0.25176559,3.48454766
3.0,0.205,2.731,0.44417868,6.56698387
3.0,0.686,10.431,0.44469336,6.58374602
3.0,0.686,10.467,0.63763063,9.6774357
3.0,0.687,10.496,0.67568153,10.31309131
3.0,0.687,10.527,0.68359888,10.45218031
3.0,0.687,10.538,0.68515322,10.4943518
3.0,0.687,10.545,0.68544418,10.51098567
3.0,0.687,10.557,0.68562936,10.51259311
3.0,0.687,10.56,0.68689854,10.49143021
3.0,0.687,10.564,0.69245778,10.34279715
3.0,0.687,10.564,0.71807366,9.57380589
3.0,0.688,10.568,0.84255549,5.65836342
3.0,0.997,0.779,0.84384922,5.66057078
3.0,0.997,0.779,0.96869025,1.74514177
3.0,0.998,0.779,0.99384697,0.97360427
3.0,0.998,0.779,1.00003487,0.8321465
3.0,0.998,0.779,1.00428525,0.85481861
3.0,0.999,0.779,1.01920327,1.11830632
3.0,0.999,0.779,1.09457181,2.4829411
3.0,1.186,4.192,1.09856022,2.48320089
3.0,1.186,4.195,1.17389804,3.84754694
,,,,
3.0,0.258,1.76,0.26816488,1.98787606
3.0,0.258,1.76,0.26210923,1.90842352
3.0,0.258,1.76,0.26267663,2.4071695
3.0,0.258,3.058,0.26327092,2.4026181
3.0,0.258,3.058,0.26369093,2.91830431
3.0,0.258,3.058,0.26358162,3.01889837
3.0,0.258,3.058,0.26312128,3.03904941
3.0,0.258,3.058,0.26220213,3.04464254
3.0,0.258,3.058,0.26129204,3.04821301
3.0,0.258,3.06,0.26042172,3.0503842
3.0,0.258,3.06,0.2597475,3.05367982
3.0,0.259,3.06,0.25906203,3.05464706
3.0,0.259,3.061,0.25892572,3.05155852
3.0,0.259,3.061,0.25917436,3.01870519
3.0,0.259,3.062,0.26013427,2.82599352
3.0,0.258,2.567,0.26565677,2.83296564
3.0,0.258,2.568,0.29202247,2.64085161
3.0,0.324,2.569,0.29187209,2.60808496
3.0,0.323,2.569,0.31856345,2.60354118
3.0,0.323,2.57,0.32362881,2.60617237
3.0,0.323,2.571,0.324966,2.605073
3.0,0.324,2.571,0.32572196,2.60504429
3.0,0.324,2.571,0.32994535,2.60485094
3.0,0.324,2.571,0.3503824,2.6031415
3.0,0.324,2.572,0.455286,2.59799826
3.0,0.324,2.572,0.99249567,2.59465039
3.0,1.663,2.572,0.99289557,2.58817469
3.0,1.663,2.573,1.53024885,2.58181949
3.0,1.663,2.573,1.63584962,2.57726304
3.0,1.665,2.574,1.66189391,2.55800258
3.0,1.665,2.574,1.66710584,2.52313233
3.0,1.666,2.574,1.66746968,2.35075221
3.0,0.141,2.685,0.15740651,2.74915191
3.0,0.142,2.685,0.14491189,2.73324026
3.0,0.142,2.685,0.15329518,2.88695039
3.0,0.126,3.183,0.23396408,2.68228686
3.0,0.126,3.183,0.63757689,1.84902943
3.0,1.151,0.601,0.63577952,1.88992139
3.0,1.151,0.601,1.04421178,0.8680926
3.0,1.15,0.601,1.12458136,0.6680433
3.0,1.15,0.601,1.1406724,0.62425516
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
3.0,1.658,0.354,1.66472331,1.46628802
3.0,1.658,0.354,1.66732286,0.58001255
3.0,1.659,0.354,1.66911083,0.41367333
3.0,1.662,0.354,1.67451808,0.41796997
3.0,1.662,0.354,1.7080579,0.62998738
,,,,
3.0,3.205,1.617,3.1992021,1.1023882
3.0,3.207,1.617,3.18476345,1.52568149
3.0,3.216,1.618,3.0080984,1.60838724
3.0,,,3.08393769,1.62450094
,,,,
3.0,1.666,2.575,1.66465722,1.46239471
3.0,0.451,4.273,0.42210135,3.86120394
3.0,0.451,4.274,0.31086278,2.18481956
3.0,0.169,0.091,0.31947278,2.18475044
3.0,0.169,0.091,0.25206692,0.50872357
3.0,0.169,0.091,0.46551036,0.18865549
3.0,0.169,0.091,1.66891872,0.162921
3.0,3.179,0.091,1.66856139,0.34264574
3.0,3.18,0.568,2.87836543,0.34085396
3.0,3.183,0.568,3.11547808,0.53317037
3.0,3.189,0.568,3.16665945,0.57142252
3.0,3.191,0.569,3.18247444,0.58149726
3.0,3.193,0.569,3.18801203,0.59890281
3.0,3.195,0.569,3.19320487,0.68063361
3.0,3.201,0.569,3.19682216,1.10227924
3.0,0.041,3.213,0.12324292,3.15444631
3.0,0.041,3.213,0.07170714,3.19256686
3.0,0.041,3.214,0.18177559,3.13884785
,,,,
,,,,
,,,,
,,,,
1.0,0.017,2.108,0.02000037,2.12136369
1.0,0.017,2.108,0.0197522,2.12144278
1.0,0.017,2.11,0.02069216,2.11938235
1.0,0.017,2.11,0.02323152,2.12471008
1.0,0.017,2.111,0.02838249,2.12728535
1.0,0.017,2.111,0.03803794,2.13011625
1.0,0.017,2.111,0.05681029,2.13275879
1.0,0.101,2.112,0.05661406,2.13438708
1.0,0.101,2.112,0.07538451,2.13588319
1.0,0.101,2.112,0.08546659,2.136751
1.0,0.101,2.112,0.09111299,2.13670353
1.0,0.101,2.113,0.09448609,2.13455204
1.0,0.101,2.113,0.09676935,2.13253477
1.0,0.101,2.113,0.09846132,2.12956862
1.0,0.101,2.114,0.09983396,2.12522943
1.0,0.101,2.114,0.10087822,2.12107778
1.0,0.101,2.114,0.10191546,2.11695792
1.0,0.101,2.114,0.10280628,2.1126926
1.0,0.101,2.114,0.1039818,2.10177819
1.0,0.101,2.114,0.10573461,2.05870579
1.0,0.101,2.115,0.10885549,1.87154543
1.0,0.115,1.623,0.10878944,1.87220254
1.0,0.115,1.624,0.11184442,1.68581733
1.0,0.115,1.624,0.11337229,1.6428134
1.0,0.115,1.624,0.11395634,1.63744366
1.0,0.115,1.625,0.11401013,1.63634226
1.0,0.115,1.625,0.11356035,1.64059193
,,,,
1.0,0.017,2.107,0.02395688,2.14482708
1.0,0.017,2.108,0.02085338,2.12435948
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
2.0,0.004,1.089,0.04570914,2.36701727
2.0,0.017,2.332,0.04962986,1.20256375
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
1.0,0.041,0.969,0.03634602,1.32990744
1.0,0.041,0.969,0.03355158,2.08300256
1.0,0.026,3.196,0.03354849,2.08314202
1.0,0.026,3.197,0.03076665,2.83692357
1.0,0.026,3.198,0.02902748,3.08073671
1.0,0.026,3.198,0.02794807,3.1598976
1.0,0.026,3.198,0.02729086,3.18554069
1.0,0.026,3.198,0.0269188,3.19389104
1.0,0.026,3.198,0.02675905,3.19684495
1.0,0.026,3.199,0.02676652,3.19753331
1.0,0.026,3.199,0.02694309,3.19748617
1.0,0.026,3.199,0.02732528,3.19563016
1.0,0.026,3.199,0.02800042,3.18889957
1.0,0.026,3.2,0.02911123,3.16642276
1.0,0.026,3.2,0.03077598,3.09602832
1.0,0.026,3.201,0.03361076,2.87615071
1.0,0.026,3.201,0.03816525,2.1968563
1.0,0.051,1.191,0.03784376,2.19807709
1.0,0.052,1.613,0.04817835,1.60998693
1.0,0.052,1.613,0.04920814,1.60798277
1.0,0.052,1.613,0.04960563,1.59783371
1.0,0.052,1.613,0.04946024,1.56513893
1.0,0.052,1.614,0.04875811,1.46264366
1.0,0.052,1.614,0.04733145,1.14587048
1.0,0.043,0.675,0.04752176,1.14678228
1.0,0.043,0.675,0.04602362,0.83257004
1.0,0.043,0.675,0.04518577,0.73989134
1.0,0.043,0.675,0.04481611,0.73749815
1.0,0.043,0.675,0.04482971,0.82199335
1.0,0.043,0.675,0.04523497,1.11309015
1.0,0.043,0.676,0.04612637,2.02243874
1.0,0.049,3.368,0.04593481,2.02089622
1.0,0.049,3.368,0.04683714,2.92883882
1.0,0.049,3.368,0.04726668,3.21464935
1.0,0.049,3.369,0.04731611,3.28245516
1.0,0.049,3.369,0.04698816,3.22895906
1.0,0.049,3.37,0.04622229,2.97647853
1.0,0.049,3.37,0.04483744,2.16802224
1.0,0.041,0.968,0.0448925,2.16850358
1.0,0.041,0.968,0.04343789,1.35683717
1.0,0.041,0.968,0.04250606,1.09445527
1.0,0.041,0.968,0.04189409,1.00965016
1.0,0.041,0.968,0.04146839,0.98261973
1.0,0.041,0.969,0.04113545,0.97401616
1.0,0.041,0.969,0.04081748,0.97233948
1.0,0.041,0.969,0.04045414,0.97417652
1.0,0.041,0.969,0.03996785,0.98213674
1.0,0.041,0.969,0.0392341,1.00752567
1.0,0.041,0.969,0.03811166,1.08623469
1.0,0.053,4.162,0.05312431,3.96383779
1.0,,,0.05303865,4.02858797
,,,,
1.0,0.002,2.752,0.00771858,2.70026156
1.0,0.002,2.752,0.00587724,2.73261166
1.0,0.002,2.753,0.00533691,2.72240456
1.0,0.002,2.754,0.005656,2.6697918
1.0,0.002,2.754,0.00679227,2.5028344
1.0,0.002,2.755,0.0089549,1.98335771
1.0,0.008,1.214,0.01083702,1.98814239
1.0,0.008,1.215,0.01499911,1.48123832
1.0,0.008,1.215,0.02078766,1.35689869
1.0,0.008,1.215,0.02935989,1.43713647
1.0,0.052,1.612,0.02959506,1.41993918
1.0,0.052,1.612,0.03790084,1.55169699
1.0,0.052,1.613,0.04308197,1.59319326
1.0,0.052,1.613,0.04627931,1.60663417
1.0,0.067,0.977,0.06793744,1.8244991
1.0,0.068,3.04,0.06786299,1.92739611
1.0,0.068,3.04,0.06809942,2.62592348
1.0,0.068,3.041,0.06834967,2.46042427
1.0,0.069,2.041,0.06834171,2.50121536
1.0,0.069,2.041,0.06850146,2.09550206
1.0,0.069,2.041,0.06849066,1.80739951
1.0,0.069,2.042,0.0683218,1.0300123
1.0,0.068,0.001,0.0683391,1.02386955
1.0,0.068,0.001,0.06804747,0.26932533
1.0,0.068,0.001,0.06778867,0.07463968
1.0,0.068,0.001,0.0675151,0.0335041
1.0,0.068,0.001,0.0669936,0.04878518
1.0,0.068,0.001,0.06603218,0.15041645
1.0,0.068,0.001,0.06421174,0.54962987
1.0,0.068,0.001,0.0610713,2.0823446
1.0,0.053,4.152,0.06109854,2.08387352
1.0,0.053,4.153,0.05790822,3.61617971
1.0,0.053,4.154,0.05607238,4.01208469
1.0,0.053,4.155,0.05503223,4.11587407
1.0,0.053,4.156,0.05443328,4.14338459
1.0,0.053,4.156,0.05411414,4.15115344
1.0,0.053,4.157,0.05390613,4.15306158
1.0,0.053,4.157,0.05373707,4.1545812
1.0,0.053,4.159,0.05362784,4.1548788
1.0,0.053,4.161,0.05354486,4.15458051
1.0,0.053,4.161,0.05350058,4.15424929
1.0,0.053,4.162,0.05344746,4.14841434
1.0,0.053,4.162,0.05334417,4.12189647
,,,,
1.0,0.018,5.252,0.02056523,5.04570958
1.0,0.018,5.254,0.01984839,5.21005359
1.0,0.018,5.255,0.02002595,5.23613422
1.0,0.018,5.256,0.02082714,5.24231785
1.0,0.018,5.26,0.02261206,5.24440226
1.0,0.027,5.261,0.02254775,5.24763536
1.0,0.027,5.263,0.02449914,5.24906191
1.0,0.027,5.264,0.02571555,5.25095591
1.0,0.027,5.266,0.02657723,5.25180679
1.0,0.027,5.266,0.02747425,5.25069775
1.0,0.027,5.267,0.02863378,5.24394118
1.0,0.027,5.267,0.03045799,5.21461791
1.0,0.027,5.268,0.03349813,5.10015155
1.0,0.027,5.27,0.03866597,4.6548392
1.0,0.027,5.27,0.04761421,2.94359787
1.0,0.068,0.63,0.04779018,2.94205364
1.0,0.068,0.63,0.05666494,1.23103149
1.0,0.068,0.63,0.0617299,0.78598799
1.0,0.068,0.63,0.06460492,0.67176598
1.0,0.068,0.63,0.06613831,0.64762325
1.0,0.068,0.63,0.06697718,0.66218775
1.0,0.068,0.63,0.06739562,0.74539796
1.0,0.068,0.631,0.06756551,1.06942001
2.0,1.691,0.267,1.80010996,1.6197212
2.0,1.691,0.267,1.95089173,3.93769446
2.0,2.23,7.462,1.94623364,3.87108472
2.0,2.233,7.467,2.09893597,6.80293603
2.0,2.235,7.467,2.17010513,7.34729277
2.0,2.236,7.47,2.20485141,7.44584568
2.0,2.236,7.473,2.22471673,7.44685107
2.0,2.237,7.474,2.23994401,7.35868735
2.0,2.238,7.482,2.26025432,6.8412172
2.0,2.239,7.483,2.29772462,4.03372864
2.0,2.373,0.586,2.29819577,4.03520435
2.0,2.374,0.586,2.33246929,1.22336501
2.0,2.375,0.586,2.34426602,0.70416857
2.0,2.376,0.586,2.33833877,0.60937831
2.0,2.376,0.586,2.30977313,0.59808571
2.0,2.38,0.587,2.22781022,0.64487901
,,,,
,,,,
,,,,
,,,,
2.0,0.004,4.843,0.01058069,4.32883414
2.0,0.004,4.843,0.00625656,4.77494619
2.0,0.004,4.844,0.00493227,4.76452385
2.0,0.004,4.845,0.0044533,4.46770047
2.0,0.004,4.845,0.00486782,2.50101992
2.0,0.004,0.197,0.0065971,2.00486468
2.0,0.004,0.197,0.00965982,1.00931348
,,,,
,,,,
1.0,0.005,8.254,0.01580427,7.16300578
1.0,0.005,8.26,0.01480487,7.84936131
1.0,0.016,8.262,0.01307469,7.97792805
1.0,0.016,8.263,0.01428837,7.9752103
1.0,0.016,8.276,0.01505511,7.91199624
1.0,0.016,8.276,0.01559157,7.70681167
1.0,0.016,8.286,0.01606808,7.02836118
1.0,0.016,8.287,0.01655815,4.88933956
1.0,0.016,1.56,0.01711124,4.9841907
1.0,0.016,1.56,0.01776676,3.11985399
1.0,0.016,1.56,0.01845802,3.39381584
1.0,0.016,4.527,0.01917925,3.188586
1.0,0.016,4.527,0.01973297,4.09098006
1.0,0.016,4.528,0.0201507,4.40398787
1.0,0.016,4.529,0.02050194,4.58387377
1.0,0.016,4.53,0.02096588,4.90547505
1.0,0.016,5.444,0.02154792,4.90889483
1.0,0.016,5.444,0.02247492,5.19907009
1.0,0.015,5.445,0.0243421,5.26636866
1.0,0.015,5.446,0.02640639,5.15266495
2.0,0.318,5.767,0.31728487,5.7655728
2.0,0.318,5.769,0.31682203,5.76289905
2.0,0.318,5.769,0.31589572,5.75501217
2.0,0.318,5.77,0.31427916,5.72995016
2.0,0.318,5.772,0.31135112,5.65698684
2.0,0.318,5.775,0.30621633,5.44844372
2.0,0.318,5.775,0.2971845,4.85933578
2.0,0.318,5.779,0.28121005,3.18971256
2.0,0.251,0.607,0.27864944,3.19335326
2.0,0.251,0.607,0.25957966,1.52361743
2.0,0.251,0.607,0.24334829,0.93225802
2.0,0.251,0.607,0.22452688,0.72231888
2.0,0.251,0.607,0.19697203,0.64799556
2.0,0.251,0.607,0.15157717,0.62170798
2.0,0.048,0.607,0.15074062,0.61267617
2.0,0.048,0.608,0.10634655,0.60935576
2.0,0.048,0.608,0.08118471,0.60849868
2.0,0.048,0.608,0.0668764,0.60818558
2.0,0.048,0.608,0.05875441,0.60804935
2.0,0.048,0.608,0.05411932,0.6079245
2.0,0.048,0.608,0.05151565,0.60768398
2.0,0.048,0.608,0.05002028,0.60702425
2.0,0.048,0.608,0.0491638,0.6051762
2.0,0.048,0.608,0.04864666,0.5999566
2.0,0.048,0.609,0.04833347,0.58434515
2.0,0.048,0.609,0.04811634,0.54059324
2.0,0.048,0.609,0.04788318,0.41656596
2.0,0.048,0.224,0.04760838,0.41646546
2.0,0.048,0.224,0.04715904,0.29233354
2.0,0.046,0.224,0.04717797,0.24829709
2.0,0.046,0.224,0.04678234,0.23277756
2.0,0.046,0.224,0.04660184,0.22748991
2.0,0.046,0.224,0.04657601,0.22624253
2.0,0.046,0.224,0.04670118,0.22756875
2.0,0.046,0.224,0.04701471,0.23301789
2.0,0.046,0.224,0.04762113,0.24901109
2.0,0.046,0.224,0.04871883,0.29427304
2.0,0.046,0.224,0.0506703,0.42213478
2.0,0.046,0.224,0.05411732,0.78236229
2.0,0.554,0.549,0.5393275,0.57626437
2.0,0.554,0.549,0.54564536,0.55738876
2.0,0.554,0.549,0.55092666,0.5563819
2.0,0.554,0.549,0.54762434,0.56441389
2.0,0.554,0.549,0.54220578,0.59060626
2.0,0.555,0.549,0.5325006,0.66557911
2.0,0.554,0.55,0.51613044,0.87673148
2.0,0.554,0.55,0.48691787,1.47202528
2.0,0.554,0.55,0.43559715,3.15159113
2.0,0.317,5.75,0.43557838,3.15023411
2.0,0.317,5.752,0.38430709,4.82958346
2.0,0.317,5.752,0.35521347,5.42545282
2.0,0.317,5.752,0.33868143,5.6382927
2.0,0.317,5.756,0.32930531,5.71372955
2.0,0.317,5.757,0.32399107,5.74237406
2.0,0.317,5.758,0.32100516,5.753917
2.0,0.317,5.762,0.31934129,5.75805999
2.0,0.317,5.762,0.31843812,5.76133648
2.0,0.317,5.763,0.31797832,5.76305865
2.0,0.317,5.765,0.31784979,5.76406125
2.0,0.318,5.766,0.317562,5.76499971
2.0,0.318,5.766,0.31751517,5.76579717
2.0,0.041,0.981,0.04991997,0.90349817
2.0,0.041,0.981,0.05128065,0.97866884
2.0,0.041,0.981,0.05993478,1.04889663
,,,,
2.0,0.264,1.078,0.260259,1.08651238
2.0,0.264,1.078,0.2605262,1.08546112
2.0,0.264,1.078,0.26090656,1.08408697
2.0,0.264,1.078,0.26154186,1.08293395
2.0,0.264,1.078,0.26301194,1.08174865
2.0,0.264,1.078,0.26619033,1.0810043
2.0,0.264,1.078,0.27265558,1.08003333
2.0,0.264,1.078,0.28591136,1.0765759
2.0,0.316,1.079,0.28527749,1.06133501
2.0,0.316,1.08,0.29724653,0.98886654
2.0,0.316,1.08,0.29986793,0.63680847
2.0,0.315,0.19,0.2952556,0.63728422
2.0,0.316,0.19,0.27972174,0.28503413
2.0,0.316,0.191,0.24496342,0.21231856
2.0,0.178,0.191,0.24552278,0.19769176
2.0,0.178,0.191,0.20998994,0.19395024
2.0,0.178,0.191,0.19307643,0.1930491
2.0,0.178,0.191,0.18501738,0.19286974
2.0,0.178,0.191,0.18115837,0.19305583
2.0,0.178,0.191,0.17929709,0.19298819
2.0,0.178,0.191,0.17829383,0.19299125
2.0,0.178,0.191,0.17751069,0.19331614
2.0,0.178,0.192,0.17646483,0.19325207
2.0,0.178,0.192,0.1744875,0.19361138
2.0,0.178,0.192,0.17037135,0.1937449
2.0,0.178,0.192,0.16103584,0.19426481
2.0,0.178,0.192,0.14303997,0.19710631
2.0,0.178,0.192,0.10512465,0.2102656
2.0,0.03,0.192,0.10671393,0.27476925
2.0,0.03,0.192,0.07137136,0.58793498
2.0,0.041,0.981,0.05388333,0.58808088
2.0,0.117,1.582,0.1302607,1.59411453
2.0,0.117,1.582,0.12396013,1.58534777
2.0,0.117,1.582,0.12068207,1.58309962
2.0,0.117,1.582,0.11898412,1.58293006
2.0,0.117,1.583,0.11810902,1.58314848
2.0,0.117,1.584,0.11764836,1.58356733
2.0,0.117,1.584,0.11739529,1.58439131
2.0,0.117,1.585,0.11725345,1.58453951
2.0,0.117,1.585,0.11716533,1.58503561
2.0,0.117,1.585,0.11706182,1.58550266
2.0,0.117,1.586,0.11693065,1.58551017
2.0,0.117,1.586,0.11670359,1.58579773
2.0,0.117,1.586,0.11625616,1.58558184
2.0,0.117,1.587,0.11539495,1.58307565
2.0,0.117,1.587,0.11375596,1.57405378
2.0,0.118,1.587,0.11012886,1.5392444
2.0,0.118,1.588,0.10337647,1.40838258
2.0,0.118,1.588,0.09002846,0.92311359
2.0,0.062,0.259,0.09010321,0.92398618
2.0,0.062,0.259,0.07666096,0.4383615
2.0,0.062,0.259,0.06968835,0.30745889
2.0,0.062,0.259,0.06607523,0.27222457
2.0,0.062,0.259,0.06419634,0.26271452
2.0,0.062,0.259,0.06322239,0.26015079
2.0,0.062,0.259,0.06272048,0.25945807
2.0,0.062,0.259,0.06245648,0.25927281
2.0,0.263,1.397,0.26040908,1.37037203
2.0,0.263,1.397,0.2603587,1.24396859
2.0,0.263,1.077,0.26028374,1.24404791
2.0,0.263,1.077,0.26024153,1.11767247
2.0,0.263,1.078,0.26037886,1.09152582
2.0,0.269,4.517,0.26898638,4.51624775
2.0,0.269,4.518,0.2689665,4.51711083
2.0,0.269,4.518,0.26887323,4.51813997
2.0,0.269,4.519,0.26867862,4.51865231
2.0,0.269,4.52,0.26829601,4.51903337
2.0,0.269,4.52,0.26754459,4.51940817
2.0,0.269,4.52,0.26609699,4.51916298
2.0,0.269,4.52,0.26330719,4.51780355
2.0,0.269,4.521,0.25792332,4.5112722
2.0,0.269,4.523,0.24754749,4.48465683
2.0,0.226,4.523,0.24749648,4.38546175
2.0,0.226,4.525,0.23704301,4.01137087
2.0,0.226,4.525,0.2314656,2.62300665
2.0,0.225,0.722,0.22874397,2.62237475
2.0,0.225,0.722,0.22718553,1.23479547
2.0,0.225,0.722,0.22655045,0.8604568
2.0,0.226,0.722,0.22609626,0.75989205
2.0,0.226,0.723,0.22610659,0.73272382
2.0,0.226,0.723,0.22612493,0.72576027
2.0,0.226,0.723,0.22615706,0.72388142
2.0,0.226,0.723,0.22621153,0.72337379
2.0,0.226,0.723,0.22630536,0.72324178
2.0,0.226,0.723,0.22647837,0.72323492
2.0,0.226,0.723,0.2268183,0.72334706
2.0,0.226,0.723,0.22747546,0.72379899
2.0,0.226,0.724,0.2287286,0.72412529
2.0,0.226,0.724,0.23114914,0.72569814
2.0,0.226,0.724,0.23581459,0.73028422
2.0,0.226,0.724,0.24479996,0.7469955
2.0,0.226,0.724,0.26212335,0.80890008
2.0,0.331,0.724,0.24682634,1.03834687
2.0,0.331,0.724,0.24260068,1.89071788
2.0,0.307,3.602,0.20999697,1.15263572
2.0,0.117,1.581,0.21100821,2.20351481
2.0,0.117,1.581,0.1658629,1.74942337
2.0,0.117,1.582,0.14242486,1.62679534
2.0,0.331,0.11,0.33185993,0.35810594
2.0,0.331,0.11,0.33131682,0.47780808
2.0,0.331,0.11,0.33111144,1.37940191
2.0,0.332,2.632,0.33067417,1.37432124
2.0,0.332,2.632,0.33034098,2.30272142
2.0,0.332,2.654,0.32948738,2.54831983
2.0,0.332,2.655,0.32775367,2.61209368
2.0,0.332,2.655,0.3243843,2.59125168
2.0,0.318,2.655,0.32434579,2.44278146
2.0,0.318,2.655,0.32088647,1.87385695
2.0,0.318,1.076,0.31895203,1.89999436
2.0,0.318,1.077,0.31765031,1.41419332
